feature,stage,complexity,formula,parents,template_rule,required_manuscript_template,protected_anchor,family,unit_group,parent_families,parent_unit_groups,parent_scopes
B_ionic_radius,raw,0,B_ionic_radius,,source_feature,False,True,ionic_radius,length_like,,,
B_shannon_rad,raw,0,B_shannon_rad,,source_feature,False,True,shannon_radius,length_like,,,
DemlData maximum atom_mass _B,raw,0,DemlData maximum atom_mass _B,,source_feature,False,False,other,dimensionless,,,
DemlData maximum atom_mass _X,raw,0,DemlData maximum atom_mass _X,,source_feature,False,False,other,dimensionless,,,
DemlData maximum atom_mass formula,raw,0,DemlData maximum atom_mass formula,,source_feature,False,False,other,dimensionless,,,
DemlData maximum atom_num _B,raw,0,DemlData maximum atom_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData maximum atom_num _X,raw,0,DemlData maximum atom_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData maximum atom_num formula,raw,0,DemlData maximum atom_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData maximum atom_radius _B,raw,0,DemlData maximum atom_radius _B,,source_feature,False,False,other,dimensionless,,,
DemlData maximum atom_radius _X,raw,0,DemlData maximum atom_radius _X,,source_feature,False,False,other,dimensionless,,,
DemlData maximum atom_radius formula,raw,0,DemlData maximum atom_radius formula,,source_feature,False,False,other,dimensionless,,,
DemlData maximum boiling_point _B,raw,0,DemlData maximum boiling_point _B,,source_feature,False,False,other,dimensionless,,,
DemlData maximum boiling_point _X,raw,0,DemlData maximum boiling_point _X,,source_feature,False,False,other,dimensionless,,,
DemlData maximum boiling_point formula,raw,0,DemlData maximum boiling_point formula,,source_feature,False,False,other,dimensionless,,,
DemlData maximum col_num _B,raw,0,DemlData maximum col_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData maximum col_num _X,raw,0,DemlData maximum col_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData maximum col_num formula,raw,0,DemlData maximum col_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData maximum electronegativity _B,raw,0,DemlData maximum electronegativity _B,,source_feature,False,False,other,dimensionless,,,
DemlData maximum electronegativity _X,raw,0,DemlData maximum electronegativity _X,,source_feature,False,False,other,dimensionless,,,
DemlData maximum electronegativity formula,raw,0,DemlData maximum electronegativity formula,,source_feature,False,False,other,dimensionless,,,
DemlData maximum first_ioniz _B,raw,0,DemlData maximum first_ioniz _B,,source_feature,False,False,other,dimensionless,,,
DemlData maximum first_ioniz _X,raw,0,DemlData maximum first_ioniz _X,,source_feature,False,False,other,dimensionless,,,
DemlData maximum first_ioniz formula,raw,0,DemlData maximum first_ioniz formula,,source_feature,False,False,other,dimensionless,,,
DemlData maximum melting_point _B,raw,0,DemlData maximum melting_point _B,,source_feature,False,False,other,dimensionless,,,
DemlData maximum melting_point _X,raw,0,DemlData maximum melting_point _X,,source_feature,False,False,other,dimensionless,,,
DemlData maximum melting_point formula,raw,0,DemlData maximum melting_point formula,,source_feature,False,False,other,dimensionless,,,
DemlData maximum molar_vol _B,raw,0,DemlData maximum molar_vol _B,,source_feature,False,False,other,dimensionless,,,
DemlData maximum molar_vol _X,raw,0,DemlData maximum molar_vol _X,,source_feature,False,False,other,dimensionless,,,
DemlData maximum molar_vol formula,raw,0,DemlData maximum molar_vol formula,,source_feature,False,False,other,dimensionless,,,
DemlData maximum row_num _B,raw,0,DemlData maximum row_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData maximum row_num _X,raw,0,DemlData maximum row_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData maximum row_num formula,raw,0,DemlData maximum row_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData mean atom_mass _B,raw,0,DemlData mean atom_mass _B,,source_feature,False,False,other,dimensionless,,,
DemlData mean atom_mass _X,raw,0,DemlData mean atom_mass _X,,source_feature,False,False,other,dimensionless,,,
DemlData mean atom_mass formula,raw,0,DemlData mean atom_mass formula,,source_feature,False,False,other,dimensionless,,,
DemlData mean atom_num _B,raw,0,DemlData mean atom_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData mean atom_num _X,raw,0,DemlData mean atom_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData mean atom_num formula,raw,0,DemlData mean atom_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData mean atom_radius _B,raw,0,DemlData mean atom_radius _B,,source_feature,False,False,other,dimensionless,,,
DemlData mean atom_radius _X,raw,0,DemlData mean atom_radius _X,,source_feature,False,False,other,dimensionless,,,
DemlData mean atom_radius formula,raw,0,DemlData mean atom_radius formula,,source_feature,False,False,other,dimensionless,,,
DemlData mean boiling_point _B,raw,0,DemlData mean boiling_point _B,,source_feature,False,False,other,dimensionless,,,
DemlData mean boiling_point _X,raw,0,DemlData mean boiling_point _X,,source_feature,False,False,other,dimensionless,,,
DemlData mean boiling_point formula,raw,0,DemlData mean boiling_point formula,,source_feature,False,False,other,dimensionless,,,
DemlData mean col_num _B,raw,0,DemlData mean col_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData mean col_num _X,raw,0,DemlData mean col_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData mean col_num formula,raw,0,DemlData mean col_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData mean electronegativity _B,raw,0,DemlData mean electronegativity _B,,source_feature,False,False,other,dimensionless,,,
DemlData mean electronegativity _X,raw,0,DemlData mean electronegativity _X,,source_feature,False,False,other,dimensionless,,,
DemlData mean electronegativity formula,raw,0,DemlData mean electronegativity formula,,source_feature,False,False,other,dimensionless,,,
DemlData mean first_ioniz _B,raw,0,DemlData mean first_ioniz _B,,source_feature,False,False,other,dimensionless,,,
DemlData mean first_ioniz _X,raw,0,DemlData mean first_ioniz _X,,source_feature,False,False,other,dimensionless,,,
DemlData mean first_ioniz formula,raw,0,DemlData mean first_ioniz formula,,source_feature,False,False,other,dimensionless,,,
DemlData mean melting_point _B,raw,0,DemlData mean melting_point _B,,source_feature,False,False,other,dimensionless,,,
DemlData mean melting_point _X,raw,0,DemlData mean melting_point _X,,source_feature,False,False,other,dimensionless,,,
DemlData mean melting_point formula,raw,0,DemlData mean melting_point formula,,source_feature,False,False,other,dimensionless,,,
DemlData mean molar_vol _B,raw,0,DemlData mean molar_vol _B,,source_feature,False,False,other,dimensionless,,,
DemlData mean molar_vol _X,raw,0,DemlData mean molar_vol _X,,source_feature,False,False,other,dimensionless,,,
DemlData mean molar_vol formula,raw,0,DemlData mean molar_vol formula,,source_feature,False,False,other,dimensionless,,,
DemlData mean row_num _B,raw,0,DemlData mean row_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData mean row_num _X,raw,0,DemlData mean row_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData mean row_num formula,raw,0,DemlData mean row_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData minimum atom_mass _B,raw,0,DemlData minimum atom_mass _B,,source_feature,False,False,other,dimensionless,,,
DemlData minimum atom_mass _X,raw,0,DemlData minimum atom_mass _X,,source_feature,False,False,other,dimensionless,,,
DemlData minimum atom_mass formula,raw,0,DemlData minimum atom_mass formula,,source_feature,False,False,other,dimensionless,,,
DemlData minimum atom_num _B,raw,0,DemlData minimum atom_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData minimum atom_num _X,raw,0,DemlData minimum atom_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData minimum atom_num formula,raw,0,DemlData minimum atom_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData minimum atom_radius _B,raw,0,DemlData minimum atom_radius _B,,source_feature,False,False,other,dimensionless,,,
DemlData minimum atom_radius _X,raw,0,DemlData minimum atom_radius _X,,source_feature,False,False,other,dimensionless,,,
DemlData minimum atom_radius formula,raw,0,DemlData minimum atom_radius formula,,source_feature,False,False,other,dimensionless,,,
DemlData minimum boiling_point _B,raw,0,DemlData minimum boiling_point _B,,source_feature,False,False,other,dimensionless,,,
DemlData minimum boiling_point _X,raw,0,DemlData minimum boiling_point _X,,source_feature,False,False,other,dimensionless,,,
DemlData minimum boiling_point formula,raw,0,DemlData minimum boiling_point formula,,source_feature,False,False,other,dimensionless,,,
DemlData minimum col_num _B,raw,0,DemlData minimum col_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData minimum col_num _X,raw,0,DemlData minimum col_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData minimum col_num formula,raw,0,DemlData minimum col_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData minimum electronegativity _B,raw,0,DemlData minimum electronegativity _B,,source_feature,False,False,other,dimensionless,,,
DemlData minimum electronegativity _X,raw,0,DemlData minimum electronegativity _X,,source_feature,False,False,other,dimensionless,,,
DemlData minimum electronegativity formula,raw,0,DemlData minimum electronegativity formula,,source_feature,False,False,other,dimensionless,,,
DemlData minimum first_ioniz _B,raw,0,DemlData minimum first_ioniz _B,,source_feature,False,False,other,dimensionless,,,
DemlData minimum first_ioniz _X,raw,0,DemlData minimum first_ioniz _X,,source_feature,False,False,other,dimensionless,,,
DemlData minimum first_ioniz formula,raw,0,DemlData minimum first_ioniz formula,,source_feature,False,False,other,dimensionless,,,
DemlData minimum melting_point _B,raw,0,DemlData minimum melting_point _B,,source_feature,False,False,other,dimensionless,,,
DemlData minimum melting_point _X,raw,0,DemlData minimum melting_point _X,,source_feature,False,False,other,dimensionless,,,
DemlData minimum melting_point formula,raw,0,DemlData minimum melting_point formula,,source_feature,False,False,other,dimensionless,,,
DemlData minimum molar_vol _B,raw,0,DemlData minimum molar_vol _B,,source_feature,False,False,other,dimensionless,,,
DemlData minimum molar_vol _X,raw,0,DemlData minimum molar_vol _X,,source_feature,False,False,other,dimensionless,,,
DemlData minimum molar_vol formula,raw,0,DemlData minimum molar_vol formula,,source_feature,False,False,other,dimensionless,,,
DemlData minimum row_num _B,raw,0,DemlData minimum row_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData minimum row_num _X,raw,0,DemlData minimum row_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData minimum row_num formula,raw,0,DemlData minimum row_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData range atom_mass _B,raw,0,DemlData range atom_mass _B,,source_feature,False,False,other,dimensionless,,,
DemlData range atom_mass _X,raw,0,DemlData range atom_mass _X,,source_feature,False,False,other,dimensionless,,,
DemlData range atom_mass formula,raw,0,DemlData range atom_mass formula,,source_feature,False,False,other,dimensionless,,,
DemlData range atom_num _B,raw,0,DemlData range atom_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData range atom_num _X,raw,0,DemlData range atom_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData range atom_num formula,raw,0,DemlData range atom_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData range atom_radius _B,raw,0,DemlData range atom_radius _B,,source_feature,False,False,other,dimensionless,,,
DemlData range atom_radius _X,raw,0,DemlData range atom_radius _X,,source_feature,False,False,other,dimensionless,,,
DemlData range atom_radius formula,raw,0,DemlData range atom_radius formula,,source_feature,False,False,other,dimensionless,,,
DemlData range boiling_point _B,raw,0,DemlData range boiling_point _B,,source_feature,False,False,other,dimensionless,,,
DemlData range boiling_point _X,raw,0,DemlData range boiling_point _X,,source_feature,False,False,other,dimensionless,,,
DemlData range boiling_point formula,raw,0,DemlData range boiling_point formula,,source_feature,False,False,other,dimensionless,,,
DemlData range col_num _B,raw,0,DemlData range col_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData range col_num _X,raw,0,DemlData range col_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData range col_num formula,raw,0,DemlData range col_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData range electronegativity _B,raw,0,DemlData range electronegativity _B,,source_feature,False,False,other,dimensionless,,,
DemlData range electronegativity _X,raw,0,DemlData range electronegativity _X,,source_feature,False,False,other,dimensionless,,,
DemlData range electronegativity formula,raw,0,DemlData range electronegativity formula,,source_feature,False,False,other,dimensionless,,,
DemlData range first_ioniz _B,raw,0,DemlData range first_ioniz _B,,source_feature,False,False,other,dimensionless,,,
DemlData range first_ioniz _X,raw,0,DemlData range first_ioniz _X,,source_feature,False,False,other,dimensionless,,,
DemlData range first_ioniz formula,raw,0,DemlData range first_ioniz formula,,source_feature,False,False,other,dimensionless,,,
DemlData range melting_point _B,raw,0,DemlData range melting_point _B,,source_feature,False,False,other,dimensionless,,,
DemlData range melting_point _X,raw,0,DemlData range melting_point _X,,source_feature,False,False,other,dimensionless,,,
DemlData range melting_point formula,raw,0,DemlData range melting_point formula,,source_feature,False,False,other,dimensionless,,,
DemlData range molar_vol _B,raw,0,DemlData range molar_vol _B,,source_feature,False,False,other,dimensionless,,,
DemlData range molar_vol _X,raw,0,DemlData range molar_vol _X,,source_feature,False,False,other,dimensionless,,,
DemlData range molar_vol formula,raw,0,DemlData range molar_vol formula,,source_feature,False,False,other,dimensionless,,,
DemlData range row_num _B,raw,0,DemlData range row_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData range row_num _X,raw,0,DemlData range row_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData range row_num formula,raw,0,DemlData range row_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev atom_mass _B,raw,0,DemlData std_dev atom_mass _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev atom_mass _X,raw,0,DemlData std_dev atom_mass _X,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev atom_mass formula,raw,0,DemlData std_dev atom_mass formula,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev atom_num _B,raw,0,DemlData std_dev atom_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev atom_num _X,raw,0,DemlData std_dev atom_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev atom_num formula,raw,0,DemlData std_dev atom_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev atom_radius _B,raw,0,DemlData std_dev atom_radius _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev atom_radius _X,raw,0,DemlData std_dev atom_radius _X,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev atom_radius formula,raw,0,DemlData std_dev atom_radius formula,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev boiling_point _B,raw,0,DemlData std_dev boiling_point _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev boiling_point _X,raw,0,DemlData std_dev boiling_point _X,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev boiling_point formula,raw,0,DemlData std_dev boiling_point formula,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev col_num _B,raw,0,DemlData std_dev col_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev col_num _X,raw,0,DemlData std_dev col_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev col_num formula,raw,0,DemlData std_dev col_num formula,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev electronegativity _B,raw,0,DemlData std_dev electronegativity _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev electronegativity _X,raw,0,DemlData std_dev electronegativity _X,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev electronegativity formula,raw,0,DemlData std_dev electronegativity formula,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev first_ioniz _B,raw,0,DemlData std_dev first_ioniz _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev first_ioniz _X,raw,0,DemlData std_dev first_ioniz _X,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev first_ioniz formula,raw,0,DemlData std_dev first_ioniz formula,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev heat_fusion _B,raw,0,DemlData std_dev heat_fusion _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev melting_point _B,raw,0,DemlData std_dev melting_point _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev melting_point _X,raw,0,DemlData std_dev melting_point _X,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev melting_point formula,raw,0,DemlData std_dev melting_point formula,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev molar_vol _B,raw,0,DemlData std_dev molar_vol _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev molar_vol _X,raw,0,DemlData std_dev molar_vol _X,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev molar_vol formula,raw,0,DemlData std_dev molar_vol formula,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev row_num _B,raw,0,DemlData std_dev row_num _B,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev row_num _X,raw,0,DemlData std_dev row_num _X,,source_feature,False,False,other,dimensionless,,,
DemlData std_dev row_num formula,raw,0,DemlData std_dev row_num formula,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev AtomicWeight _B,raw,0,MagpieData avg_dev AtomicWeight _B,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev AtomicWeight _X,raw,0,MagpieData avg_dev AtomicWeight _X,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev AtomicWeight formula,raw,0,MagpieData avg_dev AtomicWeight formula,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev Column _B,raw,0,MagpieData avg_dev Column _B,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev Column _X,raw,0,MagpieData avg_dev Column _X,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev Column formula,raw,0,MagpieData avg_dev Column formula,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev CovalentRadius _B,raw,0,MagpieData avg_dev CovalentRadius _B,,source_feature,False,False,covalent_radius,length_like,,,
MagpieData avg_dev CovalentRadius _X,raw,0,MagpieData avg_dev CovalentRadius _X,,source_feature,False,False,covalent_radius,length_like,,,
MagpieData avg_dev CovalentRadius formula,raw,0,MagpieData avg_dev CovalentRadius formula,,source_feature,False,False,covalent_radius,length_like,,,
MagpieData avg_dev Electronegativity _B,raw,0,MagpieData avg_dev Electronegativity _B,,source_feature,False,False,electronegativity,electronegativity,,,
MagpieData avg_dev Electronegativity _X,raw,0,MagpieData avg_dev Electronegativity _X,,source_feature,False,False,electronegativity,electronegativity,,,
MagpieData avg_dev Electronegativity formula,raw,0,MagpieData avg_dev Electronegativity formula,,source_feature,False,False,electronegativity,electronegativity,,,
MagpieData avg_dev GSbandgap _B,raw,0,MagpieData avg_dev GSbandgap _B,,source_feature,False,False,bandgap,energy_like,,,
MagpieData avg_dev GSbandgap _X,raw,0,MagpieData avg_dev GSbandgap _X,,source_feature,False,False,bandgap,energy_like,,,
MagpieData avg_dev GSbandgap formula,raw,0,MagpieData avg_dev GSbandgap formula,,source_feature,False,False,bandgap,energy_like,,,
MagpieData avg_dev GSmagmom _B,raw,0,MagpieData avg_dev GSmagmom _B,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev GSmagmom _X,raw,0,MagpieData avg_dev GSmagmom _X,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev GSmagmom formula,raw,0,MagpieData avg_dev GSmagmom formula,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev GSvolume_pa _B,raw,0,MagpieData avg_dev GSvolume_pa _B,,source_feature,False,False,volume,length_like,,,
MagpieData avg_dev GSvolume_pa _X,raw,0,MagpieData avg_dev GSvolume_pa _X,,source_feature,False,False,volume,length_like,,,
MagpieData avg_dev GSvolume_pa formula,raw,0,MagpieData avg_dev GSvolume_pa formula,,source_feature,False,False,volume,length_like,,,
MagpieData avg_dev MeltingT _B,raw,0,MagpieData avg_dev MeltingT _B,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev MeltingT _X,raw,0,MagpieData avg_dev MeltingT _X,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev MeltingT formula,raw,0,MagpieData avg_dev MeltingT formula,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev MendeleevNumber _B,raw,0,MagpieData avg_dev MendeleevNumber _B,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev MendeleevNumber _X,raw,0,MagpieData avg_dev MendeleevNumber _X,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev MendeleevNumber formula,raw,0,MagpieData avg_dev MendeleevNumber formula,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev NUnfilled _B,raw,0,MagpieData avg_dev NUnfilled _B,,source_feature,False,False,unfilled,electron_count,,,
MagpieData avg_dev NUnfilled _X,raw,0,MagpieData avg_dev NUnfilled _X,,source_feature,False,False,unfilled,electron_count,,,
MagpieData avg_dev NUnfilled formula,raw,0,MagpieData avg_dev NUnfilled formula,,source_feature,False,False,unfilled,electron_count,,,
MagpieData avg_dev NValence _B,raw,0,MagpieData avg_dev NValence _B,,source_feature,False,False,valence,electron_count,,,
MagpieData avg_dev NValence _X,raw,0,MagpieData avg_dev NValence _X,,source_feature,False,False,valence,electron_count,,,
MagpieData avg_dev NValence formula,raw,0,MagpieData avg_dev NValence formula,,source_feature,False,False,valence,electron_count,,,
MagpieData avg_dev NdUnfilled _B,raw,0,MagpieData avg_dev NdUnfilled _B,,source_feature,False,False,d_unfilled,dimensionless,,,
MagpieData avg_dev NdUnfilled _X,raw,0,MagpieData avg_dev NdUnfilled _X,,source_feature,False,False,d_unfilled,dimensionless,,,
MagpieData avg_dev NdUnfilled formula,raw,0,MagpieData avg_dev NdUnfilled formula,,source_feature,False,False,d_unfilled,dimensionless,,,
MagpieData avg_dev NdValence _B,raw,0,MagpieData avg_dev NdValence _B,,source_feature,False,False,d_valence,electron_count,,,
MagpieData avg_dev NdValence _X,raw,0,MagpieData avg_dev NdValence _X,,source_feature,False,False,d_valence,electron_count,,,
MagpieData avg_dev NdValence formula,raw,0,MagpieData avg_dev NdValence formula,,source_feature,False,False,d_valence,electron_count,,,
MagpieData avg_dev NfValence _B,raw,0,MagpieData avg_dev NfValence _B,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev NfValence _X,raw,0,MagpieData avg_dev NfValence _X,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev NfValence formula,raw,0,MagpieData avg_dev NfValence formula,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev NpUnfilled _B,raw,0,MagpieData avg_dev NpUnfilled _B,,source_feature,False,False,p_unfilled,dimensionless,,,
MagpieData avg_dev NpUnfilled _X,raw,0,MagpieData avg_dev NpUnfilled _X,,source_feature,False,False,p_unfilled,dimensionless,,,
MagpieData avg_dev NpUnfilled formula,raw,0,MagpieData avg_dev NpUnfilled formula,,source_feature,False,False,p_unfilled,dimensionless,,,
MagpieData avg_dev NpValence _B,raw,0,MagpieData avg_dev NpValence _B,,source_feature,False,False,p_valence,electron_count,,,
MagpieData avg_dev NpValence _X,raw,0,MagpieData avg_dev NpValence _X,,source_feature,False,False,p_valence,electron_count,,,
MagpieData avg_dev NpValence formula,raw,0,MagpieData avg_dev NpValence formula,,source_feature,False,False,p_valence,electron_count,,,
MagpieData avg_dev NsUnfilled _B,raw,0,MagpieData avg_dev NsUnfilled _B,,source_feature,False,False,s_unfilled,dimensionless,,,
MagpieData avg_dev NsUnfilled _X,raw,0,MagpieData avg_dev NsUnfilled _X,,source_feature,False,False,s_unfilled,dimensionless,,,
MagpieData avg_dev NsUnfilled formula,raw,0,MagpieData avg_dev NsUnfilled formula,,source_feature,False,False,s_unfilled,dimensionless,,,
MagpieData avg_dev NsValence _B,raw,0,MagpieData avg_dev NsValence _B,,source_feature,False,False,s_valence,electron_count,,,
MagpieData avg_dev NsValence _X,raw,0,MagpieData avg_dev NsValence _X,,source_feature,False,False,s_valence,electron_count,,,
MagpieData avg_dev NsValence formula,raw,0,MagpieData avg_dev NsValence formula,,source_feature,False,False,s_valence,electron_count,,,
MagpieData avg_dev Number _B,raw,0,MagpieData avg_dev Number _B,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev Number _X,raw,0,MagpieData avg_dev Number _X,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev Number formula,raw,0,MagpieData avg_dev Number formula,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev Row _B,raw,0,MagpieData avg_dev Row _B,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev Row _X,raw,0,MagpieData avg_dev Row _X,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev Row formula,raw,0,MagpieData avg_dev Row formula,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev SpaceGroupNumber _B,raw,0,MagpieData avg_dev SpaceGroupNumber _B,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev SpaceGroupNumber _X,raw,0,MagpieData avg_dev SpaceGroupNumber _X,,source_feature,False,False,other,dimensionless,,,
MagpieData avg_dev SpaceGroupNumber formula,raw,0,MagpieData avg_dev SpaceGroupNumber formula,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum AtomicWeight _B,raw,0,MagpieData maximum AtomicWeight _B,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum AtomicWeight _X,raw,0,MagpieData maximum AtomicWeight _X,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum AtomicWeight formula,raw,0,MagpieData maximum AtomicWeight formula,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum Column _B,raw,0,MagpieData maximum Column _B,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum Column _X,raw,0,MagpieData maximum Column _X,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum Column formula,raw,0,MagpieData maximum Column formula,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum CovalentRadius _B,raw,0,MagpieData maximum CovalentRadius _B,,source_feature,False,False,covalent_radius,length_like,,,
MagpieData maximum CovalentRadius _X,raw,0,MagpieData maximum CovalentRadius _X,,source_feature,False,False,covalent_radius,length_like,,,
MagpieData maximum CovalentRadius formula,raw,0,MagpieData maximum CovalentRadius formula,,source_feature,False,False,covalent_radius,length_like,,,
MagpieData maximum Electronegativity _B,raw,0,MagpieData maximum Electronegativity _B,,source_feature,False,False,electronegativity,electronegativity,,,
MagpieData maximum Electronegativity _X,raw,0,MagpieData maximum Electronegativity _X,,source_feature,False,False,electronegativity,electronegativity,,,
MagpieData maximum Electronegativity formula,raw,0,MagpieData maximum Electronegativity formula,,source_feature,False,False,electronegativity,electronegativity,,,
MagpieData maximum GSbandgap _B,raw,0,MagpieData maximum GSbandgap _B,,source_feature,False,False,bandgap,energy_like,,,
MagpieData maximum GSbandgap _X,raw,0,MagpieData maximum GSbandgap _X,,source_feature,False,False,bandgap,energy_like,,,
MagpieData maximum GSbandgap formula,raw,0,MagpieData maximum GSbandgap formula,,source_feature,False,False,bandgap,energy_like,,,
MagpieData maximum GSmagmom _B,raw,0,MagpieData maximum GSmagmom _B,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum GSmagmom _X,raw,0,MagpieData maximum GSmagmom _X,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum GSmagmom formula,raw,0,MagpieData maximum GSmagmom formula,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum GSvolume_pa _B,raw,0,MagpieData maximum GSvolume_pa _B,,source_feature,False,False,volume,length_like,,,
MagpieData maximum GSvolume_pa _X,raw,0,MagpieData maximum GSvolume_pa _X,,source_feature,False,False,volume,length_like,,,
MagpieData maximum GSvolume_pa formula,raw,0,MagpieData maximum GSvolume_pa formula,,source_feature,False,False,volume,length_like,,,
MagpieData maximum MeltingT _B,raw,0,MagpieData maximum MeltingT _B,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum MeltingT _X,raw,0,MagpieData maximum MeltingT _X,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum MeltingT formula,raw,0,MagpieData maximum MeltingT formula,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum MendeleevNumber _B,raw,0,MagpieData maximum MendeleevNumber _B,,source_feature,False,False,other,dimensionless,,,
MagpieData maximum MendeleevNumber _X,raw,0,MagpieData maximum MendeleevNumber _X,,source_feature,False,False,other,dimensionless,,,
